Study_ID,Country,Crop_Type,IoT_Devices,Sensor_Type,Irrigation_Mode,Water_Saved_%,Yield_Change_%,Cost_Reduction_%,ML_Model_Used,Model_Accuracy_%,Evaluation_Period_Days,Data_Quality_Flag,Notes
8660,India,Cotton,Soil sensors,EC (salinity),Drip + Sensor-driven,27,5,10,Linear Regression,73,88,High,
8661,India,Wheat,Soil sensors + Weather station,Soil Temperature,Flood,20,14,8,LightGBM,97,95,High,
8662,Bangladesh,Potato,Soil sensors,Soil Moisture,Sprinkler,27,-5,9,Ensemble,83,57,Medium,Solar powered
8663,USA,Millet,Weather station,Soil Moisture,Cloud-auto (scheduled),30,5,9,Ensemble,87,312,High,
8664,USA,Potato,Soil sensors,Soil Moisture,Drip,34,4,9,Ensemble,78,93,High,
8665,China,Cotton,Edge device + Vision,EC (salinity),Sprinkler + Auto,24,4,13,Ensemble,75,310,Medium,
8666,China,Soybean,Weather station,Humidity,Drip,33,23,12,CNN,79,79,High,Cloud outage recorded
8667,India,Grapes,Soil sensors,EC (salinity),Sprinkler,29,8,15,XGBoost,81,49,High,
8668,India,Soybean,Soil sensors + Drones,Multispectral Camera,Micro-irrigation,29,22,13,XGBoost,90,64,High,Smallholder field
8669,India,Soybean,Vision camera (edge),Solar Radiation,Drip + Sensor-driven,36,-4,17,LightGBM,70,317,Medium,
8670,Australia,Millet,Weather station,EC (salinity),Drip + Sensor-driven,38,18,16,LightGBM,91,162,High,
8671,India,Mango,Drones (NDVI),NDVI,Cloud-auto (scheduled),28,0,16,Random Forest,85,155,Low,
8672,Bangladesh,Date Palm,Soil sensors,Multispectral Camera,Micro-irrigation,34,4,13,CNN,87,360,High,Smallholder field
8673,USA,Mango,Soil sensors + Drones,Soil Moisture,Manual,34,4,18,XGBoost,84,66,Medium,
8674,Spain,Cotton,Soil sensors,Humidity,Sprinkler + Auto,31,21,10,CNN,92,187,High,
8675,India,Mango,Soil sensors + Drones,Humidity,Cloud-auto (scheduled),27,8,7,LightGBM,76,239,High,Solar powered
8676,India,Potato,Soil sensors,NDVI,Micro-irrigation,34,9,12,Random Forest,84,265,High,
8677,India,Millet,Soil sensors,Air Temp,Sprinkler + Auto,35,7,10,Linear Regression,76,208,High,High rainfall during eval period
8678,Ghana,Mango,Soil sensors + Drones,Humidity,Sprinkler,34,5,19,XGBoost,87,70,Medium,
8679,Australia,Millet,Soil sensors,Humidity,Sprinkler + Auto,30,3,14,XGBoost,73,306,High,
8680,India,Millet,Vision camera (edge),EC (salinity),Cloud-auto (scheduled),35,11,14,XGBoost,85,211,Medium,Smallholder field
8681,China,Wheat,Edge device + Vision,Humidity,Sprinkler,36,21,21,KNN,70,292,High,
8682,Bangladesh,Cotton,Soil sensors,Humidity,Manual,30,6,10,XGBoost,83,235,High,
8683,India,Date Palm,Drones (NDVI),Soil Moisture,Cloud-auto (scheduled),36,8,12,Ensemble,86,314,High,
8684,India,Grapes,Soil sensors + Drones,Air Temp,Drip,30,13,12,XGBoost,75,114,High,
8685,China,Sugarcane,Weather station,Multispectral Camera,Drip,29,23,14,Random Forest,79,123,High,Solar powered
8686,India,Tomato,NodeMCU + LoRa,Soil Moisture,Sprinkler + Auto,15,14,4,Random Forest,79,48,High,
8687,Egypt,Date Palm,Soil sensors + Weather station,NDVI,Micro-irrigation,23,18,11,CNN,80,88,Medium,
8688,India,Wheat,Weather station,NDVI,Sprinkler,29,2,16,XGBoost,76,123,High,High sensor drift
8689,Ghana,Potato,Edge device + Vision,Air Temp,Manual,30,14,15,Random Forest,82,166,High,Cloud outage recorded
8690,Egypt,Mango,Drones (NDVI),EC (salinity),Drip + Sensor-driven,38,6,15,XGBoost,77,326,High,High rainfall during eval period
8691,USA,Soybean,Soil sensors,Solar Radiation,Manual,23,4,6,RCNN,83,122,High,
8692,India,Grapes,Soil sensors,EC (salinity),Manual,32,9,14,LightGBM,72,145,High,Smallholder field
8693,India,Cotton,Soil sensors + Drones,NDVI,Sprinkler + Auto,25,12,13,Linear Regression,63,238,High,
8694,South Africa,Potato,Soil sensors + Weather station,NDVI,Drip,36,-4,17,XGBoost,81,253,Medium,
8695,India,Rice,Solar-powered sensors,EC (salinity),Sprinkler + Auto,25,14,6,RCNN,91,202,High,
8696,India,Tomato,Soil sensors,Multispectral Camera,Micro-irrigation,35,2,11,Reinforcement Learning (A2C),73,207,Medium,Pilot plot
8697,India,Soybean,NodeMCU + LoRa,Humidity,Cloud-auto (scheduled),23,8,12,RCNN,90,261,High,High rainfall during eval period
8698,India,Cotton,Drones (NDVI),EC (salinity),Micro-irrigation,29,15,17,XGBoost,84,62,High,Pilot plot
8699,Ghana,Grapes,Soil sensors + Drones,Soil Temperature,Manual,31,8,16,Reinforcement Learning (A2C),83,286,Medium,
8700,Egypt,Tomato,Soil sensors + Drones,Solar Radiation,Drip,34,4,17,LightGBM,87,314,High,
8701,China,Tomato,Soil sensors,Soil Temperature,Drip,33,16,7,XGBoost,66,230,High,High sensor drift
8702,Egypt,Rice,Drones (NDVI),Soil Moisture,Micro-irrigation,33,3,14,LightGBM,78,62,High,
8703,Brazil,Potato,Soil sensors + Drones,EC (salinity),Drip,27,17,12,Ensemble,76,341,High,Long-term monitoring
8704,China,Potato,Soil sensors + Drones,NDVI,Sprinkler + Auto,33,2,8,LightGBM,84,133,High,Long-term monitoring
8705,India,Rice,Soil sensors + Drones,Soil Moisture,Manual,38,16,8,Ensemble,78,124,High,Cloud outage recorded
8706,Ghana,Sugarcane,Soil sensors + Weather station,Solar Radiation,Sprinkler + Auto,34,17,10,Random Forest,77,331,High,
8707,China,Sorghum,Solar-powered sensors,Solar Radiation,Flood,20,3,8,Ensemble,87,204,High,
8708,India,Millet,Soil sensors,Soil Temperature,Drip,23,2,13,LightGBM,77,349,Medium,
8709,Brazil,Grapes,Edge device + Vision,Humidity,Manual,17,10,7,XGBoost,81,161,High,Smallholder field
8710,India,Rice,Soil sensors,EC (salinity),Cloud-auto (scheduled),28,10,13,Reinforcement Learning (A2C),66,166,High,Pilot plot
8711,Ghana,Potato,Soil sensors + Drones,NDVI,Drip,29,15,14,XGBoost,93,180,Low,
8712,India,Potato,Weather station,Air Temp,Manual,29,13,10,Random Forest,80,57,High,
8713,Brazil,Millet,Soil sensors,EC (salinity),Manual,37,6,11,Random Forest,80,242,Medium,
8714,India,Sugarcane,Soil sensors + Drones,Solar Radiation,Manual,24,9,13,LightGBM,70,310,Medium,
8715,China,Rice,Drones (NDVI),Multispectral Camera,Sprinkler + Auto,31,15,14,Random Forest,86,246,High,
8716,India,Maize,Vision camera (edge),Solar Radiation,Flood,21,8,11,Random Forest,75,78,High,
8717,Bangladesh,Tomato,Drones (NDVI),NDVI,Sprinkler,30,16,12,XGBoost,85,277,High,
8718,Ghana,Tomato,Soil sensors,Soil Temperature,Sprinkler,32,16,7,Linear Regression,61,30,Medium,
8719,Australia,Mango,Soil sensors,Soil Moisture,Micro-irrigation,29,7,8,Ensemble,80,359,Medium,
8720,India,Rice,Soil sensors + Weather station,Multispectral Camera,Sprinkler,39,12,13,Random Forest,68,39,High,
8721,Bangladesh,Date Palm,Soil sensors + Weather station,Soil Temperature,Flood,25,7,10,LightGBM,83,51,Medium,High rainfall during eval period
8722,Brazil,Grapes,Solar-powered sensors,Humidity,Sprinkler,29,18,17,Random Forest,81,162,Medium,Pilot plot
8723,India,Rice,Soil sensors + Drones,Air Temp,Micro-irrigation,30,13,12,RCNN,80,79,High,
8724,Egypt,Tomato,Drones (NDVI),NDVI,Micro-irrigation,29,5,12,Linear Regression,72,219,High,Edge device tested
8725,Brazil,Wheat,Soil sensors + Weather station,Humidity,Sprinkler,21,13,8,LightGBM,69,146,High,Smallholder field
8726,South Africa,Rice,Weather station,NDVI,Sprinkler,31,11,9,Random Forest,76,59,Medium,
8727,Egypt,Mango,NodeMCU + LoRa,EC (salinity),Manual,26,12,7,LightGBM,88,48,High,High sensor drift
8728,Egypt,Potato,Soil sensors + Weather station,NDVI,Cloud-auto (scheduled),41,0,11,XGBoost,89,230,High,
8729,Ghana,Cotton,Soil sensors,Humidity,Cloud-auto (scheduled),35,10,15,Linear Regression,80,252,High,
8730,India,Date Palm,Weather station,Solar Radiation,Manual,19,14,10,Linear Regression,80,183,High,
8731,China,Rice,Cloud-connected sensors,Multispectral Camera,Micro-irrigation,33,13,9,Reinforcement Learning (A2C),88,136,High,Pilot plot
8732,USA,Cotton,NodeMCU + LoRa,Soil Moisture,Micro-irrigation,30,13,18,Reinforcement Learning (A2C),69,228,Medium,
8733,Brazil,Millet,Drones (NDVI),Soil Moisture,Drip,30,10,15,Ensemble,84,80,Medium,Cloud outage recorded
8734,India,Millet,Soil sensors,Soil Moisture,Drip + Sensor-driven,27,24,15,Random Forest,76,42,Low,High rainfall during eval period
8735,South Africa,Sugarcane,Weather station,Multispectral Camera,Sprinkler + Auto,30,22,17,CNN,86,330,Medium,
8736,China,Potato,Soil sensors + Weather station,NDVI,Flood,26,5,14,Linear Regression,83,270,High,
8737,India,Rice,Soil sensors,Soil Temperature,Flood,24,17,11,KNN,74,109,High,Pilot plot
8738,India,Sugarcane,Edge device + Vision,NDVI,Cloud-auto (scheduled),27,9,6,XGBoost,88,99,High,High rainfall during eval period
8739,India,Potato,Soil sensors,NDVI,Flood,26,23,12,Linear Regression,81,142,High,Smallholder field
8740,USA,Grapes,Soil sensors + Weather station,Soil Temperature,Drip,33,5,13,Random Forest,91,82,High,
8741,USA,Millet,Soil sensors + Weather station,Soil Temperature,Manual,40,4,14,LightGBM,90,88,High,
8742,India,Sugarcane,Cloud-connected sensors,Soil Temperature,Sprinkler,36,6,13,Random Forest,75,283,High,
8743,Bangladesh,Sorghum,Edge device + Vision,NDVI,Sprinkler,28,16,11,KNN,79,293,High,Long-term monitoring
8744,USA,Sorghum,Weather station,Soil Temperature,Drip + Sensor-driven,26,12,9,Reinforcement Learning (A2C),75,75,High,
8745,India,Soybean,Soil sensors,Soil Temperature,Drip,25,-2,11,LightGBM,96,334,High,High sensor drift
8746,Bangladesh,Sugarcane,NodeMCU + LoRa,EC (salinity),Sprinkler + Auto,16,9,4,KNN,66,60,High,
8747,China,Sorghum,Soil sensors + Drones,NDVI,Micro-irrigation,28,14,14,Ensemble,86,243,Medium,
8748,Egypt,Wheat,Vision camera (edge),Humidity,Flood,15,15,7,Random Forest,78,136,High,
8749,Bangladesh,Mango,Cloud-connected sensors,NDVI,Cloud-auto (scheduled),29,30,16,RCNN,89,287,Medium,
8750,Brazil,Tomato,Soil sensors + Drones,EC (salinity),Flood,31,13,7,Random Forest,89,62,High,Edge device tested
8751,Ghana,Wheat,Edge device + Vision,Multispectral Camera,Cloud-auto (scheduled),28,4,8,LightGBM,81,317,Medium,Edge device tested
8752,Portugal,Sorghum,Vision camera (edge),Soil Moisture,Cloud-auto (scheduled),19,7,7,Ensemble,73,39,Low,
8753,Ghana,Tomato,NodeMCU + LoRa,Soil Temperature,Flood,16,15,7,Linear Regression,84,355,High,Smallholder field
8754,Spain,Maize,Soil sensors,Multispectral Camera,Flood,28,7,16,XGBoost,74,245,High,
8755,Spain,Sorghum,Weather station,EC (salinity),Sprinkler,32,11,11,XGBoost,86,336,High,
8756,India,Grapes,Edge device + Vision,NDVI,Manual,38,4,10,RCNN,96,351,High,Cloud outage recorded
8757,USA,Tomato,Soil sensors + Drones,Soil Moisture,Sprinkler,22,8,7,Random Forest,77,323,High,
8758,Brazil,Millet,Drones (NDVI),Solar Radiation,Cloud-auto (scheduled),45,0,23,Ensemble,88,289,Medium,
8759,Bangladesh,Sugarcane,Soil sensors,Multispectral Camera,Flood,21,10,12,XGBoost,90,136,High,
8760,USA,Mango,Edge device + Vision,Multispectral Camera,Drip + Sensor-driven,28,14,8,XGBoost,75,78,Medium,
8761,Bangladesh,Grapes,Vision camera (edge),Soil Moisture,Drip,27,17,12,LightGBM,95,119,Low,
8762,India,Tomato,Weather station,Soil Temperature,Drip,34,6,13,CNN,85,112,Medium,
8763,Brazil,Cotton,Weather station,Humidity,Sprinkler + Auto,28,5,13,LightGBM,71,343,Medium,
8764,India,Wheat,Soil sensors + Drones,Air Temp,Flood,24,10,9,Ensemble,89,200,High,Edge device tested
8765,Brazil,Wheat,Weather station,Multispectral Camera,Manual,21,5,12,Ensemble,72,183,High,
8766,Spain,Soybean,Soil sensors,Soil Moisture,Flood,18,10,6,LightGBM,80,350,Medium,
8767,India,Sugarcane,NodeMCU + LoRa,Air Temp,Drip + Sensor-driven,43,16,17,XGBoost,87,305,High,
8768,India,Sugarcane,Soil sensors + Weather station,Solar Radiation,Micro-irrigation,31,8,10,RCNN,81,126,Medium,Cloud outage recorded
8769,Bangladesh,Soybean,Drones (NDVI),NDVI,Drip,26,5,7,Random Forest,81,122,High,
8770,USA,Soybean,Soil sensors,Humidity,Cloud-auto (scheduled),16,8,9,Random Forest,84,233,High,Dry season
8771,China,Potato,NodeMCU + LoRa,Multispectral Camera,Sprinkler,24,13,5,CNN,81,226,Low,
8772,India,Sorghum,NodeMCU + LoRa,Soil Moisture,Drip + Sensor-driven,30,-1,15,CNN,83,56,High,
8773,USA,Millet,Cloud-connected sensors,Multispectral Camera,Sprinkler,32,14,14,XGBoost,88,113,High,
8774,USA,Cotton,Solar-powered sensors,EC (salinity),Drip + Sensor-driven,31,9,12,XGBoost,81,160,Medium,
8775,China,Potato,Soil sensors + Drones,Solar Radiation,Cloud-auto (scheduled),37,1,8,CNN,79,261,High,
8776,India,Cotton,Weather station,EC (salinity),Flood,20,7,7,Reinforcement Learning (A2C),75,219,High,
8777,Australia,Mango,Soil sensors + Weather station,Solar Radiation,Sprinkler,39,7,14,Reinforcement Learning (A2C),81,44,High,High rainfall during eval period
8778,Spain,Tomato,Weather station,Multispectral Camera,Sprinkler + Auto,36,2,16,Ensemble,84,357,Medium,Long-term monitoring
8779,India,Rice,Soil sensors + Weather station,Multispectral Camera,Drip + Sensor-driven,29,12,7,Random Forest,64,80,High,
8780,Bangladesh,Date Palm,NodeMCU + LoRa,Solar Radiation,Cloud-auto (scheduled),17,16,7,XGBoost,78,316,High,
8781,India,Soybean,Vision camera (edge),Soil Moisture,Manual,28,4,11,Random Forest,79,364,Medium,Smallholder field
8782,China,Soybean,Solar-powered sensors,NDVI,Sprinkler + Auto,32,7,17,XGBoost,76,232,High,
8783,India,Rice,Drones (NDVI),Soil Moisture,Sprinkler + Auto,13,4,8,LightGBM,75,294,High,Dry season
8784,India,Sorghum,Edge device + Vision,Air Temp,Micro-irrigation,30,10,9,XGBoost,83,319,High,Edge device tested
8785,Brazil,Cotton,Weather station,Soil Temperature,Micro-irrigation,35,15,10,Reinforcement Learning (A2C),85,156,High,High sensor drift
8786,India,Sorghum,Solar-powered sensors,Soil Moisture,Manual,28,13,7,XGBoost,93,240,Medium,
8787,India,Tomato,Edge device + Vision,Soil Temperature,Cloud-auto (scheduled),18,17,10,Ensemble,75,263,High,High rainfall during eval period
8788,India,Tomato,Soil sensors + Drones,NDVI,Sprinkler + Auto,32,16,13,Random Forest,80,142,Medium,
8789,Brazil,Potato,Vision camera (edge),Humidity,Cloud-auto (scheduled),18,11,10,LightGBM,81,249,High,Edge device tested
8790,South Africa,Potato,Soil sensors + Drones,Soil Temperature,Micro-irrigation,33,7,16,Linear Regression,72,338,High,
8791,India,Sorghum,Drones (NDVI),NDVI,Drip,33,10,8,Reinforcement Learning (A2C),92,240,High,
8792,Australia,Wheat,Soil sensors,EC (salinity),Drip + Sensor-driven,26,4,13,Ensemble,85,143,High,High sensor drift
8793,USA,Tomato,Edge device + Vision,Soil Moisture,Sprinkler + Auto,27,8,13,XGBoost,97,287,High,
8794,India,Tomato,Vision camera (edge),EC (salinity),Flood,18,12,9,CNN,86,108,Medium,
8795,Ghana,Potato,Drones (NDVI),Air Temp,Sprinkler,31,10,18,LightGBM,83,149,High,
8796,USA,Mango,Soil sensors + Weather station,EC (salinity),Manual,31,13,8,CNN,81,90,High,
8797,India,Date Palm,Soil sensors + Weather station,Solar Radiation,Manual,32,-3,11,Reinforcement Learning (A2C),89,343,Medium,High sensor drift
8798,South Africa,Millet,Drones (NDVI),Air Temp,Drip,35,6,18,CNN,96,356,Medium,
8799,Ghana,Mango,Drones (NDVI),Solar Radiation,Manual,30,9,13,XGBoost,83,140,Medium,
8800,South Africa,Millet,Weather station,Solar Radiation,Sprinkler,32,9,11,Ensemble,81,344,Medium,High sensor drift
8801,India,Millet,Soil sensors + Drones,Soil Moisture,Drip + Sensor-driven,31,20,13,XGBoost,76,221,Low,
8802,Brazil,Cotton,Drones (NDVI),Humidity,Sprinkler + Auto,34,-3,18,Linear Regression,76,272,Low,
8803,India,Sorghum,Drones (NDVI),Soil Temperature,Sprinkler,33,10,7,XGBoost,86,301,Medium,Smallholder field
8804,Brazil,Soybean,Vision camera (edge),Soil Moisture,Drip,26,2,11,Reinforcement Learning (A2C),79,106,High,
8805,India,Tomato,Drones (NDVI),Solar Radiation,Sprinkler + Auto,19,9,11,CNN,81,168,High,Edge device tested
8806,Spain,Wheat,Solar-powered sensors,EC (salinity),Sprinkler,26,14,15,XGBoost,89,168,High,
8807,India,Mango,Edge device + Vision,Air Temp,Drip,23,4,8,Random Forest,91,167,High,
8808,India,Date Palm,Vision camera (edge),NDVI,Sprinkler,36,8,9,LightGBM,92,113,High,
8809,Bangladesh,Soybean,Drones (NDVI),Solar Radiation,Sprinkler,34,13,15,CNN,85,346,High,
8810,India,Date Palm,Weather station,Multispectral Camera,Cloud-auto (scheduled),35,19,17,XGBoost,83,250,Medium,
8811,India,Date Palm,Weather station,Humidity,Flood,20,1,4,KNN,76,363,Medium,Cloud outage recorded
8812,USA,Date Palm,Soil sensors,EC (salinity),Sprinkler,25,5,14,Random Forest,86,356,High,Solar powered
8813,China,Sugarcane,Vision camera (edge),Multispectral Camera,Drip,29,14,11,XGBoost,76,30,Medium,
8814,India,Sugarcane,Cloud-connected sensors,Humidity,Flood,20,5,9,Ensemble,89,225,High,
8815,Brazil,Sorghum,Drones (NDVI),Soil Temperature,Drip + Sensor-driven,23,8,9,Reinforcement Learning (A2C),67,136,Medium,Pilot plot
8816,Australia,Cotton,Soil sensors + Weather station,EC (salinity),Drip,24,7,9,Random Forest,78,171,High,High rainfall during eval period
8817,India,Cotton,Soil sensors,NDVI,Micro-irrigation,33,7,8,Random Forest,81,293,High,
8818,India,Mango,Edge device + Vision,Air Temp,Cloud-auto (scheduled),23,5,7,XGBoost,77,58,Low,
8819,India,Wheat,Soil sensors + Weather station,EC (salinity),Cloud-auto (scheduled),22,7,10,KNN,67,35,High,High rainfall during eval period
8820,India,Grapes,Soil sensors + Weather station,Soil Moisture,Manual,24,6,5,LightGBM,91,155,High,
8821,India,Cotton,Vision camera (edge),Air Temp,Drip,31,9,14,CNN,80,123,High,
8822,Australia,Soybean,Edge device + Vision,NDVI,Drip,36,10,20,LightGBM,81,164,Medium,High rainfall during eval period
8823,India,Cotton,Weather station,Solar Radiation,Drip,28,11,15,LightGBM,83,361,High,Smallholder field
8824,Ghana,Grapes,Soil sensors,Soil Moisture,Flood,19,4,10,LightGBM,97,178,High,
8825,USA,Mango,Soil sensors,Air Temp,Cloud-auto (scheduled),19,4,10,CNN,85,71,High,
8826,India,Wheat,Drones (NDVI),NDVI,Sprinkler + Auto,27,16,12,Ensemble,75,173,Medium,
8827,Brazil,Soybean,Soil sensors,Multispectral Camera,Cloud-auto (scheduled),31,8,7,XGBoost,87,221,Medium,
8828,India,Soybean,Solar-powered sensors,Soil Moisture,Drip + Sensor-driven,27,9,6,Linear Regression,91,77,High,Cloud outage recorded
8829,China,Maize,Soil sensors + Weather station,Soil Temperature,Cloud-auto (scheduled),10,20,5,CNN,90,145,Medium,
8830,India,Rice,Vision camera (edge),Solar Radiation,Drip,41,4,13,Linear Regression,55,293,High,Long-term monitoring
8831,Portugal,Maize,Vision camera (edge),Soil Moisture,Sprinkler,21,2,5,RCNN,79,85,Medium,
8832,India,Mango,Solar-powered sensors,Humidity,Manual,45,12,15,XGBoost,82,284,High,Edge device tested
8833,South Africa,Potato,NodeMCU + LoRa,Multispectral Camera,Micro-irrigation,33,10,9,Ensemble,89,240,Medium,
8834,India,Rice,Weather station,Solar Radiation,Manual,18,8,5,XGBoost,92,322,High,
8835,Egypt,Tomato,Drones (NDVI),EC (salinity),Flood,29,12,14,Random Forest,76,284,High,High sensor drift
8836,China,Rice,Soil sensors + Drones,Solar Radiation,Flood,21,-4,11,XGBoost,97,32,Medium,
8837,Bangladesh,Millet,Soil sensors,Soil Moisture,Drip,33,2,20,Ensemble,80,160,Medium,
8838,India,Maize,Solar-powered sensors,Soil Moisture,Cloud-auto (scheduled),16,11,8,CNN,76,164,Medium,
8839,India,Rice,Drones (NDVI),Multispectral Camera,Drip + Sensor-driven,34,6,11,Ensemble,97,295,High,
8840,South Africa,Potato,Drones (NDVI),Multispectral Camera,Flood,24,15,12,Linear Regression,77,115,High,
8841,India,Mango,Edge device + Vision,NDVI,Cloud-auto (scheduled),27,12,15,Random Forest,67,57,High,Cloud outage recorded
8842,India,Tomato,Soil sensors + Weather station,Soil Moisture,Cloud-auto (scheduled),27,18,11,Reinforcement Learning (A2C),74,268,Medium,
8843,India,Wheat,Drones (NDVI),Soil Moisture,Drip + Sensor-driven,23,6,9,XGBoost,81,296,High,
8844,Australia,Grapes,Cloud-connected sensors,EC (salinity),Micro-irrigation,41,7,17,LightGBM,80,270,Medium,
8845,Egypt,Tomato,NodeMCU + LoRa,Air Temp,Cloud-auto (scheduled),34,18,10,CNN,73,243,Low,
8846,China,Grapes,Soil sensors,Humidity,Cloud-auto (scheduled),38,4,14,Linear Regression,74,126,Medium,
8847,Australia,Millet,Soil sensors,Soil Moisture,Flood,26,9,13,Ensemble,74,274,High,High sensor drift
8848,Bangladesh,Maize,Drones (NDVI),Soil Moisture,Manual,33,11,16,XGBoost,73,102,High,
8849,Spain,Maize,NodeMCU + LoRa,Soil Temperature,Drip,35,17,15,Ensemble,85,172,High,
8850,Bangladesh,Grapes,Soil sensors,Solar Radiation,Sprinkler + Auto,39,3,10,Linear Regression,80,344,High,
